Parameter,Value,cs1,crf,ccm,cci,cce,crd,cca,cch,cs3
branchPred.indirectBranchPred.indirectWays,4,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[2].opLat,2,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[2].opLat,4,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[2].opLat,3,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
branchPred.indirectBranchPred.indirectTagSize,8,1.2201247540325963,1.192068766529068,1.1421389938423339,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098130965901006,1.135641173492979,1.2157394920242985
branchPred.indirectBranchPred.indirectTagSize,32,1.2196986242572083,1.1920684206556498,1.142140535427793,1.3959284460605428,1.1869806642638636,1.2048875321937678,1.2098144312754149,1.0188222586795332,1.215738147220392
branchPred.indirectBranchPred.indirectTagSize,16,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
branchPred.indirectBranchPred.indirectSets,1024,1.220487011284738,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2170397575413536
branchPred.indirectBranchPred.indirectSets,512,1.220487011284738,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2170397575413536
branchPred.indirectBranchPred.indirectSets,128,1.2197984624341682,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2173938256374548
branchPred.indirectBranchPred.indirectSets,256,1.2202551219458728,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2178175029762146
decodeCycleInput,True,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
decodeCycleInput,False,1.2201247941884676,1.192068766529068,1.1421380870293019,1.3959284921642685,1.1869813067822415,1.2048875839235722,1.2098118225750478,1.0188222355056027,1.2157394841136786
fetch1FetchLimit,2,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
fetch1FetchLimit,4,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
fetch1FetchLimit,1,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
threadPolicy,"""RoundRobin""",1.2201247861572933,1.1920683892126218,1.1421358070486114,1.3959285152161325,1.1869806642638636,1.2048882711913964,1.209809395887132,1.135641633320823,1.215738993655445
threadPolicy,"""SingleThreaded""",1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
enableIdling,False,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
enableIdling,True,1.2201226498686368,1.1920686991511136,1.1421351334196947,1.3959269707429276,1.1869796483174206,1.2048868892665683,1.2098081218798735,1.016612937669544,1.2157370476476441
